policyholder_age,occupation,region,schufa_score,customer_since_years,vehicle_value,vehicle_type,coverage_type,number_of_prior_claims,claim_amount,police_report,witnesses_present,reporting_delay_days,fraud
25,Unemployed,PLZ_05,434,8,66615.16364545868,Compact,Liability,1,8170.516654359293,1,1,49,0
64,Unemployed,PLZ_09,664,21,32913.999426734474,Mid-range,Partial coverage,3,16961.959349107612,1,1,20,1
54,Student,PLZ_01,619,12,48945.29207903519,Luxury,Partial coverage,3,15063.21161695038,0,1,40,1
44,Self-employed,PLZ_01,550,6,5928.2259995508175,Compact,Partial coverage,2,13938.67849482337,0,0,49,1
28,Student,PLZ_06,579,3,48372.57570252763,Mid-range,Partial coverage,1,1744.6309809685358,0,1,0,0
77,Employed,PLZ_10,675,24,66143.80831791271,SUV,Liability,1,1109.167152607522,1,0,28,0
40,Student,PLZ_08,513,11,23352.289436431973,Luxury,Liability,2,10438.482189241413,0,1,29,1
63,Self-employed,PLZ_03,779,20,37464.032988560895,Luxury,Comprehensive,0,15837.2641736582,1,0,13,0
24,Unemployed,PLZ_10,606,7,65898.26675501461,Compact,Liability,1,17850.240094974673,0,1,31,1
45,Employed,PLZ_08,590,1,24722.782449636456,Compact,Partial coverage,0,21634.087400762113,0,1,41,1
55,Employed,PLZ_01,548,12,73620.87047398525,Luxury,Partial coverage,1,17144.710853481993,0,0,41,0
59,Unemployed,PLZ_08,731,15,13203.329665046524,SUV,Comprehensive,3,20333.125051490082,1,0,2,1
56,Student,PLZ_01,673,20,38571.14615099727,Compact,Comprehensive,0,4123.109724369455,0,1,17,0
54,Self-employed,PLZ_01,492,10,51078.83147860085,Compact,Partial coverage,2,13888.670444100704,0,0,47,0
26,Unemployed,PLZ_03,520,5,38239.16067869976,Luxury,Partial coverage,2,33700.086872709624,0,0,34,0
56,Self-employed,PLZ_07,701,7,33599.39489480799,Compact,Partial coverage,1,13429.026676308871,1,1,21,0
49,Employed,PLZ_06,627,13,51302.268576887385,Luxury,Liability,3,10175.615971946558,0,0,32,1
63,Unemployed,PLZ_06,773,17,71162.75442900295,Luxury,Comprehensive,0,5869.820912505285,1,1,29,0
54,Student,PLZ_01,644,26,53351.12393317268,Mid-range,Liability,0,15559.806896993423,1,1,28,0
31,Unemployed,PLZ_01,704,16,50304.48259117059,Compact,Partial coverage,1,4110.729489964846,1,1,49,1
34,Unemployed,PLZ_10,778,22,59864.12718113934,Luxury,Liability,0,5716.863119300631,0,1,36,0
21,Employed,PLZ_03,729,17,32915.36527260235,Compact,Partial coverage,0,5461.462663372999,1,1,12,0
65,Employed,PLZ_02,581,19,2371.4092312767116,Sports car,Liability,1,7381.495915288972,1,1,21,1
60,Self-employed,PLZ_01,476,7,75175.03095962488,Sports car,Comprehensive,0,5960.36851236249,0,1,52,1
63,Employed,PLZ_02,556,7,25195.596719830923,Sports car,Liability,1,6304.704444349568,0,0,9,0
65,Employed,PLZ_09,850,24,61685.71778975565,Mid-range,Liability,0,22703.591661175327,1,1,11,0
28,Self-employed,PLZ_07,755,27,47556.45564172351,Mid-range,Comprehensive,0,8598.176433511195,1,1,13,0
37,Unemployed,PLZ_05,849,3,55842.61843158026,Sports car,Partial coverage,2,14528.748691486766,0,0,15,0
50,Unemployed,PLZ_09,560,9,65606.01627322425,SUV,Liability,2,19728.574589837117,0,1,25,0
65,Employed,PLZ_04,738,30,39913.3160821845,Compact,Comprehensive,0,25531.898677328016,1,0,0,1
49,Student,PLZ_09,622,20,3691.1449058925027,Mid-range,Partial coverage,2,12171.479747347816,1,0,28,1
58,Student,PLZ_02,622,27,77098.40008339022,Luxury,Partial coverage,1,19979.960317770056,1,0,37,0
43,Unemployed,PLZ_02,439,5,64428.66966584228,Compact,Comprehensive,3,25871.373819689437,1,1,47,0
53,Self-employed,PLZ_09,508,13,51745.964106558306,Luxury,Comprehensive,0,5908.211410103358,1,0,6,0
38,Unemployed,PLZ_06,627,20,71207.52120981833,SUV,Comprehensive,1,11134.298930096289,0,0,46,0
64,Employed,PLZ_06,697,18,73982.84019010547,Mid-range,Liability,2,3738.0526636030045,0,0,40,0
54,Self-employed,PLZ_04,850,22,70305.70889284796,Luxury,Liability,0,3039.6690171875202,0,1,0,0
26,Unemployed,PLZ_10,510,3,12250.948937603322,Sports car,Partial coverage,3,10188.665282603277,0,0,24,1
37,Unemployed,PLZ_06,551,22,58577.19404681752,Mid-range,Liability,2,7489.610850108435,0,1,16,0
42,Unemployed,PLZ_09,492,30,26197.783590316612,Luxury,Partial coverage,3,14545.418387662681,1,0,42,0
45,Student,PLZ_02,476,0,4346.290708690126,Mid-range,Partial coverage,4,28420.898959662907,0,0,41,1
59,Student,PLZ_02,806,30,23031.034128899377,Luxury,Partial coverage,0,3671.326250499228,1,1,17,0
38,Self-employed,PLZ_01,408,4,52715.85504101134,Sports car,Comprehensive,5,12008.613051229586,0,0,36,0
32,Self-employed,PLZ_08,527,13,73111.25410905112,Sports car,Comprehensive,1,6674.99563033194,0,1,25,0
60,Self-employed,PLZ_07,678,15,55570.79843105287,Luxury,Comprehensive,3,14479.37234404083,0,0,0,0
40,Student,PLZ_05,641,6,46953.542776918795,Luxury,Partial coverage,0,3833.3234874398045,0,1,3,0
50,Self-employed,PLZ_06,701,16,27362.695697307972,Mid-range,Liability,1,7353.809104680953,0,0,12,1
75,Unemployed,PLZ_02,545,6,18498.525766376468,Luxury,Comprehensive,2,3957.4741373787806,1,1,8,0
55,Employed,PLZ_08,392,17,44573.561090751646,Sports car,Comprehensive,0,3845.224361487281,1,1,37,0
33,Employed,PLZ_06,603,30,39220.81301116786,Luxury,Liability,3,4670.703555032585,0,0,13,0
19,Unemployed,PLZ_05,623,7,55128.442778750505,Mid-range,Liability,2,1258.4124944586595,0,0,55,0
51,Unemployed,PLZ_09,836,15,43475.68578948484,Mid-range,Partial coverage,0,10479.01487952452,1,0,26,0
37,Self-employed,PLZ_01,624,18,33853.74796219816,Luxury,Liability,1,13166.439888241059,1,1,5,0
61,Employed,PLZ_01,850,23,67941.57488458804,SUV,Liability,2,12732.743025909655,0,0,35,0
44,Self-employed,PLZ_01,607,12,63813.89435525114,Compact,Liability,2,13994.969230338416,0,1,32,0
55,Self-employed,PLZ_10,492,23,65264.67973862037,Sports car,Liability,0,3524.935115617322,0,1,13,0
37,Student,PLZ_06,599,10,8196.918925396718,Mid-range,Partial coverage,2,36718.397546818065,1,0,28,1
79,Unemployed,PLZ_09,730,20,12786.202320248889,Mid-range,Liability,1,8924.277823140752,1,1,37,1
80,Self-employed,PLZ_08,311,0,16833.063421882267,SUV,Partial coverage,2,3888.3022693837734,0,1,45,0
42,Unemployed,PLZ_06,623,16,72882.94977925633,SUV,Liability,3,12865.046566666688,1,1,44,0
46,Employed,PLZ_09,606,0,29578.923599949663,Mid-range,Partial coverage,4,17661.98082243012,1,0,60,1
52,Employed,PLZ_01,650,13,52749.9029955705,Luxury,Partial coverage,2,2879.557404385628,0,1,35,0
42,Self-employed,PLZ_06,553,17,4346.618779094143,Luxury,Partial coverage,1,12134.409804859753,1,0,16,1
37,Student,PLZ_04,576,3,58922.06238720703,Sports car,Comprehensive,2,2201.8950972066737,0,1,32,0
27,Self-employed,PLZ_08,499,17,61282.6164692796,Compact,Liability,5,31952.457716285993,0,0,57,1
36,Employed,PLZ_02,525,17,59901.565031358914,SUV,Partial coverage,1,13430.77922345419,1,1,0,0
52,Employed,PLZ_10,486,22,4433.548877784472,Mid-range,Liability,4,7088.937554113822,0,0,32,1
43,Student,PLZ_07,570,9,8764.160424540412,Sports car,Partial coverage,1,8787.914428555154,1,0,10,1
18,Employed,PLZ_10,615,2,59665.268151936754,Sports car,Partial coverage,2,13289.716970265872,1,1,25,0
56,Student,PLZ_02,538,14,50521.08762234423,Compact,Liability,3,11769.085303966192,1,0,39,0
48,Unemployed,PLZ_10,497,18,29759.66295122146,SUV,Partial coverage,4,8510.898833312755,1,0,43,1
70,Student,PLZ_04,682,20,44793.13317962151,Luxury,Partial coverage,3,4443.728884725204,1,0,21,0
54,Student,PLZ_09,624,6,1286.583220914025,Luxury,Comprehensive,0,5222.204454803043,1,0,35,1
19,Student,PLZ_08,451,0,35063.21857287829,SUV,Comprehensive,4,28096.798780373607,0,1,22,1
18,Unemployed,PLZ_09,591,8,14195.830261923646,Sports car,Comprehensive,5,7945.499574498779,1,0,13,0
34,Student,PLZ_02,502,15,77312.54790396102,Sports car,Comprehensive,2,10622.570205704342,0,0,47,0
42,Self-employed,PLZ_05,633,20,26037.4321809274,Sports car,Liability,0,9751.33307430287,0,0,0,0
68,Self-employed,PLZ_04,750,29,63966.61492108143,Mid-range,Liability,1,13375.265209313546,0,0,7,0
45,Self-employed,PLZ_08,482,8,11047.395669629057,Luxury,Liability,3,6479.706677013902,0,0,42,0
62,Self-employed,PLZ_02,430,0,15227.578093767495,Mid-range,Partial coverage,2,5671.899025844806,0,0,36,1
22,Student,PLZ_03,497,17,56146.53596831347,Compact,Comprehensive,2,2497.2747911414795,0,0,5,0
67,Employed,PLZ_04,499,18,62065.024298351746,Luxury,Liability,3,1813.9612913332555,1,1,25,0
61,Student,PLZ_07,586,17,72000.91388052698,SUV,Comprehensive,0,4909.510612270056,0,1,12,0
27,Self-employed,PLZ_02,670,26,55858.12130691971,Sports car,Partial coverage,0,4684.9267876219965,1,1,10,0
71,Student,PLZ_08,377,25,56899.196810074274,Compact,Comprehensive,1,10844.818668245774,0,1,13,0
46,Student,PLZ_06,593,10,19374.923031970724,SUV,Comprehensive,1,21202.9912381365,0,1,26,0
58,Self-employed,PLZ_07,609,25,75727.53261467317,Mid-range,Comprehensive,0,2313.885802732534,0,1,0,0
33,Student,PLZ_04,679,16,57308.08269588717,Mid-range,Liability,2,3043.0558974058636,0,0,27,0
70,Self-employed,PLZ_01,632,11,15017.809547137422,Sports car,Liability,2,11735.530563505767,0,1,37,0
30,Employed,PLZ_02,654,12,52268.067362367896,SUV,Partial coverage,2,12946.336219239829,0,1,23,0
68,Self-employed,PLZ_10,787,23,64959.055324867775,Luxury,Comprehensive,0,3734.3855089050435,0,1,8,0
61,Self-employed,PLZ_06,581,9,37600.54429950179,Sports car,Liability,3,21087.418567357752,0,1,17,1
50,Employed,PLZ_01,779,30,27669.961792191327,Luxury,Comprehensive,0,8619.43911297867,1,1,0,0
80,Unemployed,PLZ_10,453,16,68915.94648418915,Compact,Comprehensive,2,11455.178147365128,0,1,11,1
61,Self-employed,PLZ_07,821,24,68527.86290400063,Sports car,Liability,0,11833.26139785,1,1,11,0
53,Self-employed,PLZ_08,513,20,63036.146923869426,SUV,Liability,4,68458.91170603257,1,0,60,1
23,Unemployed,PLZ_08,452,14,17187.49096632451,Luxury,Comprehensive,5,6688.360001936006,1,1,44,0
79,Unemployed,PLZ_02,645,13,45238.01801811767,Sports car,Partial coverage,3,3355.15004622958,0,0,37,0
24,Self-employed,PLZ_04,300,8,35766.921112286975,Luxury,Partial coverage,3,18673.14653356825,1,0,60,0
70,Self-employed,PLZ_09,614,17,56109.35249437355,Compact,Partial coverage,0,2282.708856783143,1,1,21,0
26,Unemployed,PLZ_06,585,10,71716.70305860366,Compact,Partial coverage,3,11447.631833645357,1,1,55,0
36,Self-employed,PLZ_07,500,20,20502.84509548573,Compact,Comprehensive,3,19705.843923327306,1,0,36,0
63,Self-employed,PLZ_05,542,11,25493.07474898563,SUV,Liability,1,4941.127973215333,0,1,28,0
59,Unemployed,PLZ_09,490,5,19683.458860025145,Compact,Liability,2,18249.86727657177,1,0,19,0
36,Employed,PLZ_04,465,28,60780.562412538406,Compact,Liability,1,25126.302192480038,0,0,10,0
70,Unemployed,PLZ_07,721,14,40260.83897934348,Sports car,Comprehensive,0,1120.7308025595935,1,1,10,0
68,Unemployed,PLZ_08,624,18,38629.34483982342,Mid-range,Partial coverage,2,6246.4198583694,1,0,11,0
38,Employed,PLZ_06,604,12,40145.25999875021,Sports car,Comprehensive,0,6007.366550306537,1,1,11,0
79,Student,PLZ_01,636,7,25335.56902375837,SUV,Partial coverage,0,6194.826736577914,1,0,31,1
22,Self-employed,PLZ_06,528,11,19078.121710611525,SUV,Partial coverage,2,21184.51704894369,0,0,32,1
41,Self-employed,PLZ_07,680,23,64477.205082749184,Compact,Liability,1,9910.279438694874,1,1,20,0
55,Self-employed,PLZ_04,573,13,50743.42037583096,SUV,Liability,3,3605.794238844614,1,0,55,0
40,Employed,PLZ_01,498,6,57932.47489379216,Luxury,Liability,1,4052.3594273060107,1,1,28,0
63,Unemployed,PLZ_07,766,23,24631.80100659391,Luxury,Partial coverage,0,5171.5206000005555,1,1,6,0
52,Student,PLZ_03,633,8,14625.44066485357,Luxury,Comprehensive,2,2129.887042626092,0,0,40,0
56,Employed,PLZ_06,735,4,22400.16737149285,Sports car,Partial coverage,0,9571.225464239562,1,1,0,0
62,Student,PLZ_06,711,14,71530.71038899758,Mid-range,Liability,1,11908.253400341251,1,1,19,0
53,Employed,PLZ_03,685,24,27609.505125744057,Mid-range,Liability,0,5115.200844174577,1,0,6,0
43,Unemployed,PLZ_02,591,15,6053.720835506499,Mid-range,Partial coverage,3,29537.95322207858,0,0,47,1
62,Student,PLZ_05,686,23,39699.512506573905,Sports car,Comprehensive,5,9760.59343237915,1,1,39,0
61,Unemployed,PLZ_10,651,19,26997.710949182085,Sports car,Comprehensive,4,9674.56244761229,0,0,14,0
55,Unemployed,PLZ_03,449,16,38870.935758423206,Luxury,Comprehensive,2,18728.984048142967,0,1,42,0
36,Employed,PLZ_03,637,9,55458.203266788725,Compact,Comprehensive,1,4776.723967904349,1,1,23,0
55,Student,PLZ_08,691,24,76447.36167749634,Sports car,Comprehensive,2,15912.066902576242,0,0,24,0
35,Student,PLZ_10,438,23,62540.96624234263,SUV,Partial coverage,2,21189.048958870484,0,1,25,0
29,Student,PLZ_04,544,11,40078.71071814393,Compact,Partial coverage,3,10375.155349851695,0,0,13,0
42,Unemployed,PLZ_05,489,14,62092.801788113924,SUV,Liability,3,17043.532479134534,0,0,19,0
32,Student,PLZ_08,469,16,19917.926323720527,SUV,Partial coverage,1,7299.520981337291,0,0,18,0
60,Self-employed,PLZ_01,669,24,66348.5520229771,SUV,Liability,3,6865.519160454551,0,1,36,0
70,Unemployed,PLZ_07,736,20,44582.698753658726,Mid-range,Liability,0,980.3380325352531,1,1,14,0
26,Employed,PLZ_05,586,13,65170.89887454371,Compact,Liability,1,5799.810788361845,1,1,38,0
38,Unemployed,PLZ_02,667,12,46277.07183496271,Sports car,Partial coverage,0,10112.736947339736,0,0,24,0
27,Self-employed,PLZ_02,578,20,27195.380936663645,Mid-range,Liability,0,12529.62073553857,0,0,26,1
48,Employed,PLZ_08,578,6,9614.052738357264,Sports car,Liability,1,9028.93276381984,1,0,17,0
44,Unemployed,PLZ_10,384,0,37758.52503091414,Sports car,Liability,3,28145.66609640616,0,0,36,1
38,Unemployed,PLZ_04,552,15,59231.199036945116,Compact,Liability,1,48687.705565282704,0,0,51,0
38,Unemployed,PLZ_02,657,14,24423.043288593944,Mid-range,Liability,1,17840.928880759766,0,1,35,0
69,Self-employed,PLZ_10,547,14,24398.025228866372,Luxury,Comprehensive,1,5527.405830433936,0,0,14,0
18,Unemployed,PLZ_10,667,6,61725.72421265678,SUV,Partial coverage,0,15061.607661195752,1,0,27,0
73,Unemployed,PLZ_08,815,6,15750.394728870546,Luxury,Liability,1,11903.457291911594,1,0,24,0
41,Employed,PLZ_06,469,10,33145.21589088379,SUV,Partial coverage,0,9829.986645383244,1,0,9,0
47,Self-employed,PLZ_09,620,16,49848.472047229254,SUV,Comprehensive,1,25917.229982825425,0,1,40,0
48,Unemployed,PLZ_05,757,15,30210.456175552445,Luxury,Liability,0,6102.124545150108,1,1,7,0
71,Employed,PLZ_01,570,19,77184.78793939717,Sports car,Liability,1,8029.844995278621,0,0,0,0
32,Self-employed,PLZ_03,733,8,73641.48801789076,Mid-range,Comprehensive,1,26822.635572158386,1,0,35,0
59,Employed,PLZ_05,850,18,75969.10700325841,SUV,Liability,0,16335.581814829762,1,0,22,0
62,Self-employed,PLZ_10,685,23,78599.81175103973,Mid-range,Partial coverage,0,10959.534753644002,1,1,2,0
27,Employed,PLZ_05,601,14,77902.88996222912,Compact,Liability,0,8129.769466293276,0,0,0,0
26,Employed,PLZ_07,584,5,25974.8189628714,Mid-range,Comprehensive,4,3623.88324897803,0,0,59,0
44,Unemployed,PLZ_05,650,8,42678.99780784142,Compact,Comprehensive,2,18602.015996204653,1,1,23,0
43,Employed,PLZ_09,428,14,62917.60620078324,SUV,Partial coverage,0,11489.180797930612,1,1,27,1
35,Self-employed,PLZ_08,570,15,57850.126798951605,Sports car,Comprehensive,3,18104.198885928647,0,1,8,0
52,Self-employed,PLZ_05,653,24,21721.58821228318,Sports car,Partial coverage,1,5214.407093468082,1,1,26,0
54,Self-employed,PLZ_06,574,12,29702.253247412576,Sports car,Liability,1,22246.92698214676,1,1,48,1
47,Student,PLZ_07,608,12,75098.08381559594,Compact,Comprehensive,2,25095.56443894263,0,1,26,0
66,Unemployed,PLZ_07,597,13,74744.21898902667,Mid-range,Liability,3,8410.950700087187,0,1,0,0
28,Unemployed,PLZ_09,434,20,58349.042072063,SUV,Partial coverage,2,12900.813941975452,1,0,33,0
37,Student,PLZ_03,750,10,1514.5296672549282,Sports car,Liability,0,9151.821406303621,1,1,24,1
80,Self-employed,PLZ_05,849,30,41779.687416916575,SUV,Partial coverage,0,31608.255216362973,1,0,0,1
43,Employed,PLZ_07,550,18,17569.0572735509,SUV,Liability,1,2174.7580264923204,1,0,12,0
25,Self-employed,PLZ_06,397,9,62209.05357503788,SUV,Comprehensive,3,5934.811081047923,0,0,40,1
31,Employed,PLZ_04,693,27,7415.350157791274,Compact,Liability,0,2704.623098153054,1,1,0,0
80,Employed,PLZ_04,767,11,64816.24673695018,Mid-range,Comprehensive,0,10917.250405188823,1,1,12,0
47,Employed,PLZ_05,744,26,25171.614745365867,Sports car,Liability,0,6128.7515028202,1,1,33,0
43,Employed,PLZ_03,443,25,30352.78589505492,Mid-range,Partial coverage,2,14622.54629671776,0,1,33,0
41,Employed,PLZ_05,474,17,55832.5511456332,Sports car,Liability,5,12545.912276797571,0,0,42,0
67,Student,PLZ_02,413,2,19112.408656433785,Compact,Liability,1,14144.80121698904,0,1,13,0
49,Self-employed,PLZ_08,762,21,67535.7694153172,Luxury,Liability,3,6376.5245365178425,1,1,27,0
79,Self-employed,PLZ_01,555,21,74476.4739436005,Compact,Partial coverage,1,9478.025183601068,1,0,29,1
61,Unemployed,PLZ_02,665,30,79065.7141339174,Mid-range,Partial coverage,0,5701.737728640237,1,1,3,0
67,Self-employed,PLZ_08,491,6,55730.59720301371,Sports car,Liability,0,7149.914912911945,0,1,15,1
61,Employed,PLZ_05,465,21,45311.65206355216,Mid-range,Partial coverage,2,6656.0794631729195,0,0,44,0
47,Self-employed,PLZ_02,614,25,71406.13209246082,Mid-range,Liability,1,17049.94834889866,0,0,43,1
43,Student,PLZ_07,519,17,23395.8634423617,Compact,Partial coverage,2,18967.64489220617,0,1,7,0
54,Employed,PLZ_02,608,4,43092.341862905756,Mid-range,Comprehensive,1,3284.5524345803324,0,1,41,0
70,Student,PLZ_03,850,30,18155.026932251836,Compact,Partial coverage,1,3632.6632287374614,1,1,0,0
44,Unemployed,PLZ_03,604,25,26742.902848304704,Mid-range,Liability,3,4890.935541357218,1,1,40,0
50,Self-employed,PLZ_08,476,12,56484.374540074656,Luxury,Comprehensive,0,9195.82012378943,1,0,48,0
73,Self-employed,PLZ_02,697,10,8694.0619464629,SUV,Partial coverage,1,14606.72357804615,0,0,41,1
80,Student,PLZ_07,473,21,39385.88227801456,Luxury,Partial coverage,1,12447.104404906322,0,1,29,0
60,Self-employed,PLZ_09,745,7,67471.46799547876,Sports car,Liability,3,9345.704134833175,1,1,26,0
79,Employed,PLZ_10,760,19,40175.32413298968,Compact,Comprehensive,0,11995.001418584514,1,0,17,0
39,Unemployed,PLZ_05,573,25,20034.366517195864,SUV,Comprehensive,3,16136.95242048275,0,0,31,1
65,Student,PLZ_01,568,7,29081.50394991531,Mid-range,Liability,2,24271.088987189945,1,1,3,0
71,Employed,PLZ_05,569,22,46742.21965731777,Compact,Partial coverage,0,5566.35729527425,1,0,0,0
33,Student,PLZ_03,533,11,50183.43038760973,Sports car,Comprehensive,2,8974.845626765426,1,1,26,0
41,Self-employed,PLZ_07,628,13,1642.3528062270157,Luxury,Liability,2,13606.488130851647,0,0,27,1
79,Unemployed,PLZ_10,739,20,15145.297623272423,Mid-range,Comprehensive,2,5101.475509296574,1,1,25,0
34,Employed,PLZ_01,482,8,55647.540706432555,Sports car,Comprehensive,2,11488.888163253614,1,1,32,1
26,Student,PLZ_07,658,3,7569.3640693879925,Compact,Liability,3,9120.962232078302,0,0,33,1
80,Unemployed,PLZ_08,784,10,68227.92766961813,Sports car,Liability,0,4859.651751915133,1,1,18,0
62,Employed,PLZ_03,479,18,25129.112888299504,SUV,Liability,3,38322.91336472168,0,0,26,0
58,Unemployed,PLZ_09,511,13,63230.643042798416,SUV,Partial coverage,0,23112.746334250845,0,1,13,0
47,Employed,PLZ_08,586,17,67490.9394824276,Mid-range,Comprehensive,2,11420.44268552128,0,0,54,0
37,Unemployed,PLZ_09,422,6,75131.3895624583,Sports car,Comprehensive,4,6089.77181302281,0,0,0,0
61,Self-employed,PLZ_01,784,12,56994.50440324862,Mid-range,Liability,2,20794.504699563677,1,1,24,0
77,Student,PLZ_08,530,22,69080.65380505605,Compact,Partial coverage,1,5079.405648111015,1,0,24,0
55,Self-employed,PLZ_09,672,18,22547.976247549905,Sports car,Comprehensive,1,545.5340316711702,1,1,22,0
80,Self-employed,PLZ_03,638,16,2235.415596905784,Compact,Comprehensive,2,9036.789655365661,1,0,27,1
27,Employed,PLZ_06,439,10,54679.01093610891,Compact,Liability,3,2759.691905495379,0,0,50,0
53,Unemployed,PLZ_04,641,11,21229.154339610257,Sports car,Liability,2,38394.57653147922,1,1,0,1
47,Self-employed,PLZ_04,741,24,60229.997549987515,Compact,Partial coverage,1,5689.705850530927,0,0,7,0
32,Employed,PLZ_06,468,23,30643.418558707395,SUV,Liability,2,18160.820110556015,1,1,21,1
53,Employed,PLZ_05,630,25,61682.29520493298,Mid-range,Partial coverage,0,15308.38126700203,1,1,0,0
58,Student,PLZ_08,548,13,61182.156313270585,Mid-range,Partial coverage,0,10701.15276903307,1,0,20,0
56,Employed,PLZ_07,577,14,35886.727162898205,Mid-range,Partial coverage,3,10211.367116295221,0,0,35,1
80,Student,PLZ_08,551,27,68900.16753458433,Mid-range,Comprehensive,3,10436.920694965404,1,1,35,0
57,Student,PLZ_10,428,24,38069.43325072004,SUV,Comprehensive,2,3947.1737662141913,1,1,25,0
69,Unemployed,PLZ_03,526,30,76756.77797254555,Sports car,Partial coverage,1,11706.509275188413,0,1,10,0
58,Unemployed,PLZ_05,850,15,4151.301602038514,Sports car,Partial coverage,1,14657.759809401014,1,1,12,1
73,Unemployed,PLZ_05,605,7,43820.70061664587,Compact,Comprehensive,2,4861.078166810952,0,0,27,0
77,Unemployed,PLZ_02,515,8,2468.9324404479753,Compact,Comprehensive,0,15650.03702720707,0,0,51,1
57,Unemployed,PLZ_05,570,17,25910.9199175454,SUV,Liability,3,8742.701243322605,0,0,24,0
33,Employed,PLZ_06,581,13,37493.56464970316,Luxury,Liability,0,17397.38942108692,1,0,37,0
38,Employed,PLZ_07,515,9,14491.906274379144,Sports car,Comprehensive,2,7543.683173714422,1,1,28,0
60,Employed,PLZ_05,728,28,65314.14820091634,Compact,Partial coverage,0,6352.185609917677,0,0,27,0
48,Self-employed,PLZ_09,507,7,34123.6726865718,SUV,Comprehensive,2,37279.383289176265,0,1,44,1
59,Unemployed,PLZ_05,470,5,12409.971725342404,Sports car,Partial coverage,2,12042.110137168862,1,1,19,1
48,Employed,PLZ_02,527,0,24048.869592583393,SUV,Liability,4,13699.464161854354,0,1,37,0
53,Unemployed,PLZ_08,398,19,11573.116169618219,Sports car,Liability,1,6373.64227936342,0,1,26,0
31,Student,PLZ_07,532,28,43921.25910688027,SUV,Partial coverage,5,8764.043977736077,0,0,27,0
52,Self-employed,PLZ_08,412,5,37935.49577399587,Mid-range,Comprehensive,4,3028.773616912874,0,0,31,0
75,Self-employed,PLZ_08,557,10,17679.019288016872,Luxury,Partial coverage,4,15322.419292140785,1,0,43,1
64,Employed,PLZ_05,466,30,77750.7560160558,Luxury,Comprehensive,2,2165.610000431211,1,1,33,0
59,Self-employed,PLZ_02,615,12,53108.331079736505,Sports car,Comprehensive,1,14191.324243690004,1,1,8,0
59,Unemployed,PLZ_05,585,13,26265.521522623072,SUV,Comprehensive,3,7573.711046340121,0,0,40,0
43,Student,PLZ_03,741,27,30088.309512526583,Sports car,Partial coverage,3,6118.587003056702,1,1,10,0
52,Student,PLZ_09,563,16,75452.78634262568,SUV,Liability,1,3872.221085683834,1,0,7,0
44,Unemployed,PLZ_05,764,17,46650.757459753484,Mid-range,Partial coverage,0,3420.107501935839,1,1,30,0
49,Employed,PLZ_07,624,12,9842.993444771728,Sports car,Liability,2,5779.283103363374,0,1,24,1
42,Self-employed,PLZ_04,536,3,64712.776556701036,SUV,Comprehensive,0,5640.828577473037,0,1,14,0
68,Employed,PLZ_10,679,26,70404.96075339029,SUV,Partial coverage,1,9965.77683668488,1,1,22,0
36,Student,PLZ_06,503,6,52371.039440822264,Luxury,Liability,2,18421.760267717964,1,0,39,0
47,Student,PLZ_04,788,16,4739.052294556511,Compact,Comprehensive,0,8981.65443702944,1,1,18,1
78,Employed,PLZ_06,492,11,24328.479418751776,Compact,Liability,3,18504.98555538801,1,0,39,0
52,Unemployed,PLZ_04,645,28,58848.095343480585,Compact,Partial coverage,0,32368.078683093514,1,1,0,0
48,Employed,PLZ_02,648,12,20983.22832855808,Mid-range,Comprehensive,2,18742.95632301987,1,0,28,0
57,Student,PLZ_09,754,9,35677.642667945845,SUV,Liability,0,22783.644702328544,1,0,28,0
30,Unemployed,PLZ_08,571,16,23338.47614427123,Compact,Partial coverage,2,10584.356926003784,0,1,21,1
72,Employed,PLZ_04,373,24,9040.03663442905,Sports car,Liability,2,3851.699334802451,0,1,22,0
53,Student,PLZ_06,503,9,36846.115623580314,Mid-range,Liability,2,357.64808848817415,0,0,21,0
68,Unemployed,PLZ_06,540,9,50567.94545465069,Sports car,Liability,3,16046.19522432709,0,1,38,0
36,Unemployed,PLZ_03,541,19,23856.335386336985,Mid-range,Comprehensive,2,23933.689026897275,1,0,43,0
52,Employed,PLZ_05,641,14,18901.290506822912,Sports car,Partial coverage,1,9273.509478820495,0,0,24,0
47,Employed,PLZ_04,517,23,10849.435997301376,Compact,Comprehensive,2,6067.005785638412,0,0,32,0
57,Employed,PLZ_07,726,12,54851.239336229504,Mid-range,Comprehensive,2,19881.382441000194,0,1,28,0
23,Self-employed,PLZ_05,431,6,18977.294760805988,SUV,Comprehensive,3,7663.897235246431,1,1,28,0
43,Employed,PLZ_06,624,2,35053.99606931935,Mid-range,Comprehensive,3,14800.605862242319,0,0,48,0
23,Unemployed,PLZ_02,690,9,14300.109019936337,Compact,Comprehensive,3,15069.371148549813,0,1,35,0
59,Unemployed,PLZ_05,552,17,49657.562257613055,Luxury,Comprehensive,2,10580.2875795586,1,1,6,0
18,Unemployed,PLZ_09,486,4,50323.53098160338,SUV,Comprehensive,3,19155.013075116804,1,1,39,1
28,Employed,PLZ_08,718,20,68661.15893545709,Compact,Partial coverage,0,17745.340038267397,1,1,28,0
59,Self-employed,PLZ_03,446,16,78840.89475397898,Mid-range,Partial coverage,3,5830.754036798912,0,0,44,0
39,Self-employed,PLZ_04,523,2,72209.46646637486,Compact,Liability,3,11062.947659935331,0,0,40,0
